__str__,video_type,id,title,description,access_tier,access_reason,access_expiry,length,max_resolution,season,episode_number,creation_date,update_date,live_start_date,live_end_date,is_live,is_featured,location_file,location_folder,thumbnail_image,episode_image,feature_image,available_regions,maturity_rating,is_kids,genre,lead_roles,guest_roles,directors,contract,trailer_movie,trailer_season,content_type,object_id,airtable_record,sync_status,tags,organizations,Reason for Deleting
The Gaither Gospel Hour :: 1 :: Best Of The Booth Brothers,Episode,23049,Best Of The Booth Brothers,"These three young men are the real deal. Both on and off-stage, their consistency and authenticity are a breath of fresh air, and I love their distinct approach to music, faith and life. I'm a fan!",2_PREMIUM,,,57:29,1080,The Gaither Gospel Hour :: 1,216,2023-08-22 12:01,2024-08-14 12:02,2023-08-19 00:00,2024-08-13 00:00,,,TGHH_BEST_OF_THE_BOOTH_BROTHERS,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_BEST_OF_THE_BOOTH_BROTHERS.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,,,,,,,,,recJSvMV6TDoYcOSX,DELETE,genre:music series,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: Statler Brothers Farewell,Episode,22988,Statler Brothers Farewell,"This celebration highlights the songs, the moments and the legacy of their incredible musical journey, and features many of their
well-loved classics, including: Class Of '57, Bed Of Roses, Whatever Happened To Randolph Scott, Flowers On The Wall, and many others.  Relive the memories and cherish the music in this unforgettable Statler Brothers Farewell Concert.",2_PREMIUM,,,57:29,1080,The Gaither Gospel Hour :: 1,215,2023-08-15 12:01,2024-08-14 12:02,2023-08-13 00:00,2024-08-13 00:00,,,TGHH_STATLER_BROTHERS_FAREWELL,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_STATLER_BROTHERS_FAREWELL.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,,,,,,,,,recL3mUL9TluTfdLC,DELETE,genre:music series,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: Gospel Pioneer Reunion ,Episode,23240,Gospel Pioneer Reunion ,"Gospel Pioneer Reunion features some of the most well-loved traditional gospel music trailblazers joining together for a joyful celebration in song.  Legends including Richard Smallwood, Jennifer Holliday, Walter Hawkins, Albertina Walker and more gathered around the piano with their friend and HOMECOMING founder Bill Gaither to share stories and perform soul-stirring renditions of gospel classics such as “O Happy Day,” “I Shall Wear A Crown,” “Can’t Nobody Do Me Like Jesus” and more.",2_PREMIUM,,,57:29,1080,The Gaither Gospel Hour :: 1,220,2023-09-06 12:02,2024-08-14 12:02,2023-09-02 00:00,2024-08-13 00:00,,,TGHH_GOSPEL_PIONEER_REUNION,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_GOSPEL_PIONEER_REUNION.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,,,,,,,,,rec4zxe5Zl6ZNzoxm,DELETE,genre:music series,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: Gaither Vocal Band: Let's Just Praise The Lord ,Episode,23114,Gaither Vocal Band: Let's Just Praise The Lord ,"Known for their unprecedented, award-winning harmonies, the legendary Gaither Vocal Band bring to life their unique renditions of some of the most popular praise and worship songs from the past two decades. Featuring soaring harmonies and reverent arrangements, these classic performances of “My Chains Are Gone,” “10,000 Reasons,” “Revelation Song” and more usher in a spirit of unity and surrender, inviting listeners to sing along and proclaim victory in our Savior.",2_PREMIUM,,,57:29,1080,The Gaither Gospel Hour :: 1,219,2023-08-29 12:01,2024-08-14 12:02,2023-08-27 00:00,2024-08-13 00:00,,,TGHH_GVB_LETS_JUST_PRAISE,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_GVB_LETS_JUST_PRAISE.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,,,,,,,,,recazlyw4fTAbC93E,DELETE,genre:music series,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: Josh Turner: I Serve A Savior,Episode,23640,Josh Turner: I Serve A Savior,"On the heels of a Billboard #1 country release in 2017, GRAMMY® nominee Josh Turner has just completed an all-new gospel CD  recording. Featuring some of his favorite hymns and hits such as “Long Black Train,” “Amazing Grace,” “I Saw The Light” and more, this gospel debut captures the heart and unmistakable voice of the faith-filled baritone.",2_PREMIUM,,,57:30,1080,The Gaither Gospel Hour :: 1,224,2023-09-26 12:00,2024-08-14 12:02,2023-09-23 00:00,2024-08-13 00:00,,,TGHH_JOSH_TURNER_SERVE_SAVIOR,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_JOSH_TURNER_SERVE_SAVIOR.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,,,,,,,,,recjO70J9hqpt6RmY,DELETE,genre:music series,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: Reba McEntire - My Chains Are Gone: Hymns & Gospel Favorites,Episode,23348,Reba McEntire - My Chains Are Gone: Hymns & Gospel Favorites,"My Chains Are Gone is a collection of hymns and gospel favorites from Country music icon Reba McEntire. Featuring 12 tracks, the album is a mix of songs from Reba’s 2017 GRAMMY Award-winning release, Sing It Now: Songs Of Faith & Hope, combined with four brand-new selections including the beloved “The Lord’s Prayer” and “Because He Lives.” The CD includes an acoustic version of “Back To God” (featuring Lauren Daigle) which has never been available physically before now.",2_PREMIUM,,,57:29,1080,The Gaither Gospel Hour :: 1,221,2023-09-12 12:01,2024-08-14 12:02,2023-09-09 00:00,2024-08-13 00:00,,,TGHH_REBA_MY_CHAINS_ARE_GONE,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_REBA_MY_CHAINS_ARE_GONE.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,,,,,,,,,rec8zPZcGEsTl6cC3,DELETE,genre:music series,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: Ronnie Booth: Living Legacy,Episode,23798,Ronnie Booth: Living Legacy,"Award-winning artist Ronnie Booth filmed this collection of songs that have inspired him personally and professionally. Known as the lead singer for 30 years of the Booth Brothers, Ronnie showcases his unmistakable, tender voice as he reimagines “Moon River,” “Beulah Land,” “Blue Eyes Cryin’ in the Rain” and other classics. Featuring a heartfelt interview with Bill Gaither, the DVD captures some of the rich country, gospel and pop heritage that has contributed to his own Living Legacy today.",2_PREMIUM,,,57:30,1080,The Gaither Gospel Hour :: 1,225,2023-10-03 12:00,2024-08-14 12:02,2023-09-30 00:00,2024-08-13 00:00,,,TGHH_RONNIE_BOOTH_LIVING_LEGACY,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_RONNIE_BOOTH_LIVING_LEGACY.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,,,,,,,,,recti3zBtSJfCvyFl,DELETE,genre:music series,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: Sweeter As The Days Go By,Episode,23057,Sweeter As The Days Go By,"The HOMECOMING family of artists led by Bill and Gloria Gaither gathered for an evening of gospel singing, storytelling and a celebration of lifelong friendships that have only grown Sweeter As The Days Go By.  Featuring the award-winning Oak Ridge Boys, the Gatlin Brothers, Jeff & Sheri Easter, the Booth Brothers, Russ Taff, Goodman Revival, the Gaither Vocal Band and more.",2_PREMIUM,,,57:30,1080,The Gaither Gospel Hour :: 1,217,2023-08-22 12:01,2024-08-14 12:02,2023-08-20 00:00,2024-08-13 00:00,,,TGHH_SWEETER_DAYS_BY,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_SWEETER_DAYS_BY.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,,,,,,,,,recyinl5EyJQBa6iU,DELETE,genre:music series,Corco+,Duplicated
Wahlburgers :: 1 :: Bowling for Burgers	,Episode,,Bowling for Burgers	,,1_FREE,,,21:07,1080,Wahlburgers :: 1,,,,,,,,WAHLB-015,Wahlburgers,,https://images.corcoplus.com/TvShows/Wahlburgers/WAHLB-015.jpg,https://images.corcoplus.com/TvShows/Wahlburgers/WAHLB_648x364.jpg,,,,,,,,,,,,,reckQRP5xe5Eue6Pc,DELETE,genre:reality tv series,MeritTV,Duplicated
The Gaither Gospel Hour :: 1 :: Bill Gaithers Country Gospel Favorites,Episode,23133,Bill Gaithers Country Gospel Favorites,"Enjoy performances from some of country music's most acclaimed artists with this new release featuring some of Bill Gaither's favorite moments alongside country gospel recording artists who have shared the stage with the HOMECOMING family of artists. Household names such as the Oak Ridge Boys, George Jones, Ronnie Milsap, the Statler Brothers and more deliver powerhouse gospel songs with their signature twang and a whole lot of heart. Whether it's up-and-coming singers like the duo Joey+Rory or longtime legends including Brenda Lee and Jimmy Dean, you'll enjoy these special moments and popular tunes sung only as these down-home folks can sing them!",2_PREMIUM,,,57:29,1080,The Gaither Gospel Hour :: 1,218,2023-08-29 12:01,2024-08-14 12:02,2023-08-26 00:00,2024-08-13 00:00,,,TGHH_BILLS_COUNTRY_GOSPEL_FAVES,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_BILLS_COUNTRY_GOSPEL_FAVES.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,,,,,,,,,recxWhr8A78jidY7v,DELETE,genre:music series,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: Guy Penrod: Hymns & Worship LIVE,Episode,23488,Guy Penrod: Hymns & Worship LIVE,"Known and loved for his heartfelt, country gospel style and powerhouse vocals, this former Gaither Vocal Band member has created a collection of some of today’s most popular hymns and worship songs, including “Amazing Grace,” “The Old Rugged Cross,” “Shout To The Lord” and many more classic and contemporary favorites. Performed LIVE at Thomas Road Baptist Church, this all-new release showcases the talent and charisma that have made Guy a fan favorite in the gospel and country music formats.",2_PREMIUM,,,57:30,1080,The Gaither Gospel Hour :: 1,223,2023-09-19 12:01,2024-08-14 12:02,2023-09-17 00:00,2024-08-13 00:00,,,TGHH_GUY_PENROD_HYMNS,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_GUY_PENROD_HYMNS.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,,,,,,,,,recUmDv2GZKBaM0NO,DELETE,genre:music series,Corco+,Duplicated
Amazing Facts :: 2 :: Queen of Sheba Part 2,Episode,,Queen of Sheba Part 2,"Our flagship 30-minute program features the very best of Pastor Doug Batchelor and Amazing Facts programs. Explore the Bible like never before and get practical guidance on Christian living, prophecy, and more. You will find the Bible’s answers to all your questions about life.",,,,,1080,Amazing Facts :: 2,,,,2023-02-12 00:00,2025-07-28 00:00,,,AFM_EG220102,AmazingFacts,,https://images.corcoplus.com/TvShows/AmazingFacts/AFM_EG220102.jpg,https://images.corcoplus.com/TvShows/AmazingFacts/AFM_648x364.jpg,,,,,Pastor Doug Batchelor,,,,,,,,recxmApPwEf3V8xQ0,DELETE,genre:teaching series,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: The Best Of Jeff & Sheri Easter,Episode,23376,The Best Of Jeff & Sheri Easter,"Ever wonder what makes this talented group tick? Now you can find out! 'The Best Of Jeff & Sheri Easter' takes you inside the hearts of this exciting family with never-before-seen interviews concerning life on the road, family, careers and faith. Plus, it includes all of their best performances from the Homecoming video series.",2_PREMIUM,,,57:29,1080,The Gaither Gospel Hour :: 1,222,2023-09-12 12:02,2024-08-14 12:02,2023-09-10 00:00,2024-08-13 00:00,,,TGHH_BEST_OF_JEFF_AND_SHERI_EASTER,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_BEST_OF_JEFF_AND_SHERI_EASTER.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,,,,,,,,,recEaSehw7Rz6MKBD,DELETE,genre:music series,Corco+,Duplicated
Leah Remini: Scientology and the Aftermath :: 1 :: ,Episode,,,,1_FREE,,,56:36,1080,Leah Remini: Scientology and the Aftermath :: 1,,,,,,,,LRSA-213,Scientology-LR,,https://images.corcoplus.com/TvShows/Scientology-LR/LRSA-213.jpg,https://images.corcoplus.com/TvShows/Scientology-LR/LRSA_648x364.jpg,,,,,,,,,,,,,recVv55JmteDqIZl9,DELETE,"topic:practical wisdom,genre:talk show series",MeritTV,Duplicated
The Gaither Gospel Hour :: 1 :: Wintley Phipps: Amazing Grace,Episode,24074,Wintley Phipps: Amazing Grace,"GRAMMY Award-nominated singer/songwriter/minister Wintley Phipps filmed LIVE performances of some of his most-requested hymns and gospel classics showcasing the powerful, unmistakable bass-baritone voice that has performed for international dignitaries, American presidents and captivated audiences around the world. Featuring a behind-the-scenes interview with Bill Gaither, the DVD captures joyful renditions of “Amazing Grace,” “How Great Thou Art,” “It Is Well with My Soul,” “Amen” and more.",2_PREMIUM,,,57:30,1080,The Gaither Gospel Hour :: 1,229,2023-10-17 12:01,2025-04-29 12:04,2023-10-14 00:00,2025-04-23 08:39,,,TGHH_AMAZING_GRACE,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_AMAZING_GRACE.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,,,,,,,,,rec995naDLvVFtRoZ,DELETE,genre:music series,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: Because He Lives,Episode,23973,Because He Lives,"Hosted by Mark Lowry, this special feature takes viewers back in time to the beginnings of the Gaither music legacy. Featuring vintage footage from the early Bill Gaither Trio era -- as well as clips from more recent performances -- this special relives days that will trigger the memories of many.",2_PREMIUM,,,57:30,1080,The Gaither Gospel Hour :: 1,227,2023-10-11 12:01,2024-08-14 12:02,2023-10-07 00:00,2024-08-13 00:00,,,TGHH_BECAUSE_HE_LIVES,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_BECAUSE_HE_LIVES.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,,,,,,,,,recce7LBiH4VhCUQx,DELETE,genre:music series,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: David Phelps Hymnal ,Episode,23845,David Phelps Hymnal ,"One of Christian music’s most-lauded vocalists, GRAMMY® Award-winning tenor David Phelps lends his three-octave range and impeccable delivery to some of the church’s most-treasured hymns. Filmed LIVE on his Tennessee farm with a full band, organ and gospel choir, this concert DVD takes the viewer to church with unforgettable performances of such cherished gems as “Amazing Grace,” “How Great Thou Art,” “In The Garden,” “Victory In Jesus,” “I Surrender All” and “It Is Well With My Soul.”",2_PREMIUM,,,57:29,1080,The Gaither Gospel Hour :: 1,226,2023-10-03 12:01,2024-08-14 12:02,2023-10-01 00:00,2024-08-13 00:00,,,TGHH_DAVID_PHELPS_HYMNAL,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_DAVID_PHELPS_HYMNAL.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,,,,,,,,,recwxveMr6mtTSK2O,DELETE,genre:music series,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: Gaither Vocal Band: Let's Just Praise The Lord,Episode,23974,Gaither Vocal Band: Let's Just Praise The Lord,"Known for their unprecedented, award-winning harmonies, the legendary Gaither Vocal Band bring to life their unique renditions of some of the most popular praise and worship songs from the past two decades. Featuring soaring harmonies and reverent arrangements, these classic performances of ""My Chains Are Gone,"" ""10,000 Reasons,"" ""Revelation Song"" and more usher in a spirit of unity and surrender, inviting listeners to sing along and proclaim victory in our Savior.",2_PREMIUM,,,57:29,1080,The Gaither Gospel Hour :: 1,228,2023-10-11 12:01,2024-08-14 12:02,2023-10-08 00:00,2024-08-13 00:00,,,TGHH_GVB_LETS_JUST_PRIASE,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_GVB_LETS_JUST_PRIASE.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,,,,,,,,,recA4K02Fy98Evtkn,DELETE,genre:music series,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: Kathie Lee Gifford Presents: The Way,Episode,24079,Kathie Lee Gifford Presents: The Way,"Singer/songwriter/TV host/author Kathie Lee Gifford created Way, an epic film/DVD/audio collection that brings to life classic Biblical themes and legendary characters. The audio soundtrack features Gifford with guest vocalists Nicole C. Mullen, Danny Gokey, Larry Gatlin, Jimmie Allen, Bebe Winans, Kathy Troccoli, Katie Ohh and Louis York, all accompanied by 65 members of the Nashville Symphony Orchestra. These four oratorios take listeners on a journey through the Old and New Testaments.",2_PREMIUM,,,57:29,1080,The Gaither Gospel Hour :: 1,231,2023-10-17 12:01,2024-08-14 12:02,2023-10-15 00:00,2024-08-13 00:00,,,TGHH_KATHIE_LEE_THE_WAY,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_KATHIE_LEE_THE_WAY.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,,,,,,,,,recn3CiG7Z1p2Ml4V,DELETE,genre:music series,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: Power In The Blood,Episode,24137,Power In The Blood,"Bill & Gloria Gaither and their Homecoming Friends gathered in Tulsa, OK, for a weekend of sweet fellowship, inspiring messages and life-giving music. Sing along to some of your favorite Gospel classics such as ""The Love of God,"" ""I've Never Been This Homesick,"" ""Revive Us Again,"" ""If That Isn't Love"" and ""Power in the Blood."" You will enjoy performances by Homecoming favorites Lynda Randle, Jason Crabb, The Nelons, the Gaither Vocal Band and more with this special reunion performance.",2_PREMIUM,,,57:29,1080,The Gaither Gospel Hour :: 1,232,2023-10-20 12:00,2024-08-14 12:02,2023-10-19 00:00,2024-08-13 00:00,,,TGHH_POWER_IN_THE_BLOOD,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_POWER_IN_THE_BLOOD.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,,,,,,,,,recXF6nWxpcbzTt4d,DELETE,genre:music series,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: Country Family Reunion: Wednesday Night Prayer Meeting,Episode,24171,Country Family Reunion: Wednesday Night Prayer Meeting,"The first joint project by Gaither Music Group and Country’s Family Reunion, Wednesday Night Prayer Meeting features a lineup of beloved artists combining talents on one stage to celebrate their faith through inspiring stories and classic gospel hits, including “Victory in Jesus,” “Beulah Land,” “Sweet, Sweet Spirit,” “It Is Well,” “Rock of Ages” and more.",2_PREMIUM,,,57:29,1080,The Gaither Gospel Hour :: 1,234,2023-10-24 12:01,2024-08-14 12:02,2023-10-22 00:00,2024-08-13 00:00,,,TGHH_WED_NIGHT_PRAYER,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_WED_NIGHT_PRAYER.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,,,,,,,,,recnXUsU8F5aVRQD3,DELETE,genre:music series,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: Wintley Phipps: Amazing Grace,Episode,24080,Wintley Phipps: Amazing Grace,"GRAMMY Award-nominated singer/songwriter/minister Wintley Phipps filmed LIVE performances of some of his most-requested hymns and gospel classics showcasing the powerful, unmistakable bass-baritone voice that has performed for international dignitaries, American presidents and captivated audiences around the world. Featuring a behind-the-scenes interview with Bill Gaither, the DVD captures joyful renditions of “Amazing Grace,” “How Great Thou Art,” “It Is Well with My Soul,” “Amen” and more.",2_PREMIUM,,,57:30,1080,The Gaither Gospel Hour :: 1,230,2023-10-17 12:01,2024-08-14 12:02,2023-10-14 00:00,2024-08-13 00:00,,,TGHH_WINTLEY_PHIPPS_AMAZING_GRACE,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_WINTLEY_PHIPPS_AMAZING_GRACE.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,,,,,,,,,recivvOO6B2pyX07S,DELETE,genre:music series,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: Best Of David Phelps,Episode,24199,Best Of David Phelps,"David Phelps is among the most extraordinary tenors alive and has wowed audiences all over the world since joining the Gaither Vocal Band in 1997. But David is more than just a voice... he is a devoted husband and father of four, an inventive artist, a friend, a craftsman, and much more. The Best of David Phelps brings together David's most awe-inspiring moments from the Gaither Homecoming stage with a very personal journey into the life, family and faith behind that flawless voice!",2_PREMIUM,,,57:29,1080,The Gaither Gospel Hour :: 1,233,2023-10-24 12:01,2024-08-14 12:02,2023-10-21 00:00,2024-08-13 00:00,,,TGHH_BEST_OF_DAVID_PHELPS,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_BEST_OF_DAVID_PHELPS.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,,,,,,,,,recJBf0cFRNWYbIy3,DELETE,genre:music series,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: Dottie Rambo With The Homecoming Friends,Episode,24292,Dottie Rambo With The Homecoming Friends,"Hundreds of Gospel music classics have been born in the heart of Dottie Rambo. Now, through this timeless CD honoring the songs of Dottie Rambo, everyone can enjoy a moving compilation of unforgettable moments from the Homecoming video series.",2_PREMIUM,,,57:29,1080,The Gaither Gospel Hour :: 1,235,2023-10-31 12:01,2024-08-14 12:02,2023-10-28 00:00,2024-08-13 00:00,,,TGHH_DOTTIE_RAMBO,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_DOTTIE_RAMBO.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,,,,,,,,,recdE7hOVm1aFpMGU,DELETE,genre:music series,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: Gaither Vocal Band: Shine,Episode,24470,Gaither Vocal Band: Shine,"The GRAMMY-winning Gaither Vocal Band shines brightly on this recording featuring seamless harmonies and passionate performances. Bill, Wes, Todd, Adam & Reggie offer new renditions of “The Old Rugged Cross Made the Difference” and “Right Place, Right Time,” while putting their twist on the worshipful “Rise Up (Lazarus)” and the epic “Make Me an Instrument.” Combining smooth blends and catchy melodies with messages of redemption and encouragement, the quintet delivers a life-giving collection.",2_PREMIUM,,,57:30,1080,The Gaither Gospel Hour :: 1,238,2023-11-14 12:01,2024-08-14 12:02,2023-11-12 00:00,2024-08-13 00:00,,,TGHH_GVB_SHINE,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_GVB_SHINE.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,,,,,,,,,rechnWcW6KTyVDMQB,DELETE,genre:music series,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: Ronnie Booth: Living Legacy,Episode,24569,Ronnie Booth: Living Legacy,"Award-winning artist Ronnie Booth recorded this nostalgic collection of songs that have inspired him personally and professionally. Known as the lead singer for 30 years of the Booth Brothers, Ronnie showcases his unmistakable, tender voice as he reimagines “Moon River,” “Beulah Land,” “Blue Eyes Cryin’ in the Rain,” “Somewhere Over the Rainbow” and other classics. He captures some of the rich country, gospel and pop heritage that has contributed to his own Living Legacy today.",2_PREMIUM,,,57:30,1080,The Gaither Gospel Hour :: 1,240,2023-11-21 12:00,2024-08-14 12:02,2023-11-19 00:00,2024-08-13 00:00,,,TGHH_RONNIE_BOOTH_LIVING_LEGACY,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_RONNIE_BOOTH_LIVING_LEGACY.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,,,,,,,,,rec1zkx2QwlcqWRWZ,DELETE,genre:music series,Corco+,Duplicated
Wahlburgers :: 5 :: Fry Me To The Moon,Episode,,Fry Me To The Moon,,1_FREE,,,20:58,1080,Wahlburgers :: 5,,,,,,,,WAHLB-069,Wahlburgers,,https://images.corcoplus.com/TvShows/Wahlburgers/WAHLB-069.jpg,https://images.corcoplus.com/TvShows/Wahlburgers/WAHLB_648x364.jpg,,,,,"Mark Wahlberg,Donnie Wahlberg,Alma Wahlberg,Paul Wahlberg",,,,,,,,recpsz2oRACrIO0OS,DELETE,genre:reality tv series,MeritTV,Duplicated
The Gaither Gospel Hour :: 1 :: Hymns,Episode,24586,Hymns,"See what happens when the Homecoming Friends travel back in time and meet for worship at a little country church. In a chapel that recalls the early 1900s, you can hear echoes of the old hymns as the artists raise the rafters with musical hallelujahs. Watch for clips of those that we so dearly miss - Jake Hess, James Blackwood, Hovie Lister, and Howard and Vestal Goodman.",2_PREMIUM,,,57:29,1080,The Gaither Gospel Hour :: 1,239,2023-11-21 12:01,2024-08-14 12:02,2023-11-18 00:00,2024-08-13 00:00,,,TGHH_HYMNS,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_HYMNS.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,,,,,,,,,recMqsoMKhdekrGya,DELETE,genre:music series,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: Statler Brothers Farewell,Episode,24501,Statler Brothers Farewell,"This celebration highlights the songs, the moments and the legacy
of their incredible musical journey, and features many of their
well-loved classics, including: Class Of '57, Bed Of Roses, Whatever
Happened To Randolph Scott, Flowers On The Wall, and many others.
Relive the memories and cherish the music in this unforgettable Statler
Brothers Farewell Concert.",2_PREMIUM,,,57:29,1080,The Gaither Gospel Hour :: 1,237,2023-11-14 12:01,2024-08-14 12:02,2023-11-11 00:00,2024-08-13 00:00,,,TGHH_STATLER_BROTHERS_FAREWELL,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_STATLER_BROTHERS_FAREWELL.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,,,,,,,,,recPRWesdoV2AEJyS,DELETE,genre:music series,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: Alan Jackson Precious Memories,Episode,24680,Alan Jackson Precious Memories,"Taped live at the historic Ryman Auditorium, “The Mother Church Of Country Music,” in Nashville, Tennessee, Alan Jackson delivers a powerful performance featuring songs from his very personal release Precious Memories. Showcasing his heartfelt renditions of some of the most popular hymns of the church including “How Great Thou Art,” “In The Garden,” “The Old Rugged Cross” and more, the release also features exclusive interviews with Alan, his mother and wife as he reflects on his musical roots.",2_PREMIUM,,,57:29,1080,The Gaither Gospel Hour :: 1,241,2023-11-28 12:01,2024-08-14 12:02,2023-11-25 00:00,2024-08-13 00:00,,,TGHH_ALAN_JACKSON_PREC_MEMS,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_ALAN_JACKSON_PREC_MEMS.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,,,,,,,,,rec6tVRDxYmjvs51d,DELETE,genre:music series,Corco+,Duplicated
